transaction_id,txn_date,preparer_id,approver_id,account,amount,description
T000359,2025-12-14,U0369,U0095,6070-Utilities,1265.76,Utilities charge
T000360,2026-08-18,U0147,U0088,6100-Freight & Shipping,413.26,Freight & Shipping charge
T000361,2025-09-15,U0113,,6040-IT Software,482.55,IT Software charge
T000362,2026-06-14,U0280,,6070-Utilities,163.57,Utilities charge
T000363,2025-11-21,U0118,U0160,6050-Facilities,482.82,Facilities charge
T000364,2026-06-09,U0386,U0280,6030-Professional Fees,358.7,Professional Fees charge
T000365,2025-09-29,U0016,U0042,6020-Travel & Entertainment,702.74,Travel & Entertainment charge
T000366,2026-03-06,U0235,,6020-Travel & Entertainment,198.35,Travel & Entertainment charge
T000367,2025-12-30,U0082,,6020-Travel & Entertainment,872.43,Travel & Entertainment charge
T000368,2026-05-26,U0071,,6100-Freight & Shipping,2659.82,Freight & Shipping charge
T000369,2026-05-13,U0144,U0178,6020-Travel & Entertainment,437.19,Travel & Entertainment charge
T000370,2026-06-27,U0186,,6070-Utilities,766.54,Utilities charge
T000371,2025-12-21,U0245,U0157,6030-Professional Fees,1052.75,Professional Fees charge
T000372,2026-03-29,U0255,U0309,6050-Facilities,316.92,Facilities charge
T000373,2026-08-25,U0215,,6020-Travel & Entertainment,630.49,Travel & Entertainment charge
T000374,2026-01-05,U0398,,6050-Facilities,499.62,Facilities charge
T000375,2026-05-02,U0207,U0352,6060-Marketing,548.64,Marketing charge
T000376,2026-08-06,U0025,,6010-Office Supplies,210.54,Office Supplies charge
T000377,2026-01-08,U0137,,6090-Equipment,506.21,Equipment charge
T000378,2026-08-17,U0207,U0257,6020-Travel & Entertainment,852.18,Travel & Entertainment charge
T000379,2025-09-05,U0222,,6070-Utilities,2431.49,Utilities charge
T000380,2025-10-17,U0171,,6040-IT Software,1415.44,IT Software charge
T000381,2026-04-13,U0095,U0236,6060-Marketing,5263.23,Marketing charge
T000382,2026-01-19,U0025,,6020-Travel & Entertainment,211.86,Travel & Entertainment charge
T000383,2026-03-31,U0273,,6060-Marketing,1286.34,Marketing charge
T000384,2025-11-22,U0061,,6050-Facilities,602.85,Facilities charge
T000385,2026-06-08,U0349,U0035,6060-Marketing,5479.58,Marketing charge
T000386,2026-07-26,U0375,,6030-Professional Fees,202.53,Professional Fees charge
T000387,2025-09-02,U0080,,6070-Utilities,195.65,Utilities charge
T000388,2025-10-13,U0331,,6020-Travel & Entertainment,254.85,Travel & Entertainment charge
T000389,2025-11-06,U0381,,6100-Freight & Shipping,47.64,Freight & Shipping charge
T000390,2026-04-20,U0180,U0101,6080-Consulting,276.35,Consulting charge
T000391,2026-07-01,U0400,U0239,6060-Marketing,213.78,Marketing charge
T000392,2025-12-03,U0211,,6070-Utilities,581.4,Utilities charge
T000393,2025-12-24,U0328,,6010-Office Supplies,717.61,Office Supplies charge
T000394,2026-07-11,U0379,,6040-IT Software,3880.77,IT Software charge
T000395,2026-01-13,U0116,,6030-Professional Fees,1401.74,Professional Fees charge
T000396,2026-01-12,U0348,,6030-Professional Fees,261.23,Professional Fees charge
T000397,2025-10-31,U0326,,6010-Office Supplies,183.41,Office Supplies charge
T000398,2026-08-11,U0262,,6080-Consulting,846.5,Consulting charge
T000399,2026-01-15,U0112,,6050-Facilities,115.32,Facilities charge
T000400,2025-12-15,U0249,,6100-Freight & Shipping,3694.52,Freight & Shipping charge
T000401,2025-12-06,U0395,,6070-Utilities,1803.32,Utilities charge
T000402,2026-01-27,U0021,,6050-Facilities,294.1,Facilities charge
T000403,2026-03-09,U0143,,6100-Freight & Shipping,74.85,Freight & Shipping charge
T000404,2026-04-29,U0010,,6030-Professional Fees,2184.76,Professional Fees charge
T000405,2026-08-18,U0229,,6040-IT Software,434.42,IT Software charge
T000406,2026-01-10,U0345,U0188,6020-Travel & Entertainment,1922.92,Travel & Entertainment charge
T000407,2026-04-30,U0135,,6060-Marketing,85.3,Marketing charge
T000408,2026-03-22,U0117,,6010-Office Supplies,2000.0,Office Supplies charge
T000409,2026-06-14,U0077,U0292,6010-Office Supplies,254.85,Office Supplies charge
T000410,2026-02-21,U0285,,6080-Consulting,495.6,Consulting charge
T000411,2026-04-10,U0306,,6030-Professional Fees,518.88,Professional Fees charge
T000412,2026-05-14,U0075,,6050-Facilities,300.34,Facilities charge
T000413,2026-01-13,U0161,,6100-Freight & Shipping,977.63,Freight & Shipping charge
T000414,2026-02-08,U0298,,6070-Utilities,152.26,Utilities charge
T000415,2025-11-17,U0284,,6090-Equipment,421.32,Equipment charge
T000416,2025-09-28,U0255,U0026,6040-IT Software,562.46,IT Software charge
T000417,2026-01-12,U0272,,6030-Professional Fees,867.73,Professional Fees charge
T000418,2025-09-21,U0286,,6080-Consulting,1077.91,Consulting charge
T000419,2026-04-23,U0280,,6080-Consulting,143.01,Consulting charge
T000420,2025-11-03,U0087,,6060-Marketing,91.15,Marketing charge
T000421,2025-11-26,U0106,,6090-Equipment,2009.1,Equipment charge
T000422,2026-06-27,U0388,,6040-IT Software,710.2,IT Software charge
T000423,2026-06-20,U0303,U0288,6030-Professional Fees,216.3,Professional Fees charge
T000424,2025-10-19,U0395,,6060-Marketing,2714.24,Marketing charge
T000425,2025-11-02,U0397,,6070-Utilities,559.61,Utilities charge
T000426,2026-02-13,U0064,,6030-Professional Fees,1803.04,Professional Fees charge
T000427,2026-05-04,U0386,U0385,6080-Consulting,530.74,Consulting charge
T000428,2026-02-16,U0004,,6010-Office Supplies,4754.39,Office Supplies charge
T000429,2026-06-19,U0183,U0377,6030-Professional Fees,3397.77,Professional Fees charge
T000430,2026-02-13,U0161,,6010-Office Supplies,374.71,Office Supplies charge
T000431,2026-03-15,U0349,U0231,6020-Travel & Entertainment,1434.72,Travel & Entertainment charge
T000432,2025-09-11,U0054,,6040-IT Software,1002.16,IT Software charge
T000433,2026-07-29,U0162,,6030-Professional Fees,2220.52,Professional Fees charge
T000434,2026-02-06,U0250,,6100-Freight & Shipping,170.47,Freight & Shipping charge
T000435,2026-05-21,U0211,,6040-IT Software,1048.02,IT Software charge
T000436,2026-01-16,U0275,U0245,6100-Freight & Shipping,1578.56,Freight & Shipping charge
T000437,2026-07-12,U0211,,6030-Professional Fees,71.19,Professional Fees charge
T000438,2026-05-21,U0028,,6060-Marketing,134.08,Marketing charge
T000439,2026-08-18,U0379,,6030-Professional Fees,52.29,Professional Fees charge
T000440,2026-05-27,U0379,,6020-Travel & Entertainment,366.37,Travel & Entertainment charge
T000441,2026-02-01,U0276,,6030-Professional Fees,1084.96,Professional Fees charge
T000442,2026-01-06,U0170,,6090-Equipment,2572.4,Equipment charge
T000443,2025-10-10,U0318,,6010-Office Supplies,534.59,Office Supplies charge
T000444,2025-10-19,U0238,,6080-Consulting,2955.66,Consulting charge
T000445,2026-03-01,U0145,,6050-Facilities,107.97,Facilities charge
T000446,2025-10-29,U0014,U0227,6080-Consulting,75.66,Consulting charge
T000447,2025-10-13,U0031,U0340,6070-Utilities,463.54,Utilities charge
T000448,2026-08-10,U0262,U0109,6080-Consulting,751.8,Consulting charge
T000449,2025-12-04,U0123,,6020-Travel & Entertainment,475.34,Travel & Entertainment charge
T000450,2025-10-25,U0393,U0069,6070-Utilities,50.69,Utilities charge
T000451,2025-11-27,U0011,,6080-Consulting,446.74,Consulting charge
T000452,2026-07-06,U0385,,6080-Consulting,117.34,Consulting charge
T000453,2026-03-04,U0356,U0080,6070-Utilities,1029.31,Utilities charge
T000454,2025-12-07,U0013,,6020-Travel & Entertainment,737.49,Travel & Entertainment charge
T000455,2025-09-14,U0111,U0139,6040-IT Software,175.24,IT Software charge
T000456,2026-07-18,U0252,,6090-Equipment,279.99,Equipment charge
T000457,2025-11-15,U0268,U0090,6080-Consulting,153.68,Consulting charge
T000458,2026-05-07,U0257,,6080-Consulting,459.92,Consulting charge
T000459,2025-12-13,U0139,,6050-Facilities,1409.03,Facilities charge
T000460,2026-02-18,U0035,,6010-Office Supplies,166.62,Office Supplies charge
T000461,2026-04-01,U0250,,6080-Consulting,857.87,Consulting charge
T000462,2026-01-27,U0319,,6010-Office Supplies,274.99,Office Supplies charge
T000463,2026-07-11,U0341,U0015,6080-Consulting,205.99,Consulting charge
T000464,2026-06-23,U0245,U0381,6060-Marketing,438.02,Marketing charge
T000465,2026-05-01,U0241,,6020-Travel & Entertainment,157.79,Travel & Entertainment charge
T000466,2026-04-18,U0198,U0113,6070-Utilities,268.0,Utilities charge
T000467,2026-02-24,U0272,U0400,6080-Consulting,131.94,Consulting charge
T000468,2026-07-06,U0191,U0225,6080-Consulting,4277.82,Consulting charge
T000469,2026-08-11,U0241,,6060-Marketing,512.24,Marketing charge
T000470,2026-07-16,U0095,,6040-IT Software,228.22,IT Software charge
T000471,2026-05-06,U0390,U0284,6030-Professional Fees,623.52,Professional Fees charge
T000472,2026-04-01,U0061,U0032,6080-Consulting,435.48,Consulting charge
T000473,2026-03-03,U0015,U0292,6050-Facilities,386.42,Facilities charge
T000474,2025-10-03,U0024,,6060-Marketing,968.34,Marketing charge
T000475,2026-06-15,U0071,,6040-IT Software,1133.72,IT Software charge
T000476,2025-09-24,U0203,U0298,6090-Equipment,274.91,Equipment charge
T000477,2026-08-09,U0350,,6020-Travel & Entertainment,261.54,Travel & Entertainment charge
T000478,2026-04-23,U0253,,6020-Travel & Entertainment,364.11,Travel & Entertainment charge
T000479,2025-10-23,U0353,U0368,6090-Equipment,39.17,Equipment charge
T000480,2025-12-15,U0070,U0257,6060-Marketing,93.06,Marketing charge
T000481,2026-05-14,U0293,,6020-Travel & Entertainment,2216.23,Travel & Entertainment charge
T000482,2025-11-02,U0081,,6040-IT Software,3009.31,IT Software charge
T000483,2026-01-04,U0008,,6080-Consulting,374.68,Consulting charge
T000484,2026-01-15,U0052,,6060-Marketing,929.1,Marketing charge
T000485,2026-08-07,U0367,,6040-IT Software,693.93,IT Software charge
T000486,2025-12-26,U0243,U0236,6030-Professional Fees,14570.71,Professional Fees charge
T000487,2026-05-23,U0264,,6060-Marketing,1688.39,Marketing charge
T000488,2026-05-23,U0010,,6020-Travel & Entertainment,428.07,Travel & Entertainment charge
T000489,2026-04-11,U0097,U0376,6010-Office Supplies,172.24,Office Supplies charge
T000490,2026-06-22,U0089,,6010-Office Supplies,84.18,Office Supplies charge
T000491,2026-05-25,U0387,,6050-Facilities,616.35,Facilities charge
T000492,2026-02-03,U0319,U0160,6060-Marketing,214.44,Marketing charge
T000493,2026-07-10,U0305,,6030-Professional Fees,103.08,Professional Fees charge
T000494,2026-06-06,U0120,,6100-Freight & Shipping,241.96,Freight & Shipping charge
T000495,2026-07-30,U0194,,6070-Utilities,149.95,Utilities charge
T000496,2025-09-19,U0052,,6090-Equipment,3152.2,Equipment charge
T000497,2026-05-25,U0074,U0319,6090-Equipment,1299.59,Equipment charge
T000498,2026-05-25,U0176,U0021,6060-Marketing,488.45,Marketing charge
T000499,2026-07-01,U0311,,6050-Facilities,2509.75,Facilities charge
T000500,2026-05-17,U0245,,6020-Travel & Entertainment,536.52,Travel & Entertainment charge
T000501,2026-07-19,U0148,U0383,6090-Equipment,191.06,Equipment charge
T000502,2026-04-18,U0073,U0192,6050-Facilities,2631.83,Facilities charge
T000503,2026-06-25,U0135,,6100-Freight & Shipping,891.41,Freight & Shipping charge
T000504,2026-06-01,U0389,U0391,6100-Freight & Shipping,157.44,Freight & Shipping charge
T000505,2026-08-11,U0329,,6030-Professional Fees,399.67,Professional Fees charge
T000506,2025-10-24,U0142,U0207,6060-Marketing,188.07,Marketing charge
T000507,2025-10-21,U0262,,6030-Professional Fees,107.65,Professional Fees charge
T000508,2025-10-18,U0050,U0125,6010-Office Supplies,1364.84,Office Supplies charge
T000509,2025-10-10,U0258,,6060-Marketing,4025.31,Marketing charge
T000510,2026-05-24,U0322,,6070-Utilities,105.8,Utilities charge
T000511,2026-04-05,U0371,,6080-Consulting,915.31,Consulting charge
T000512,2025-11-23,U0241,,6030-Professional Fees,240.88,Professional Fees charge
T000513,2025-11-06,U0264,U0123,6090-Equipment,288.35,Equipment charge
T000514,2026-05-01,U0263,,6010-Office Supplies,256.82,Office Supplies charge
T000515,2025-10-31,U0212,U0214,6100-Freight & Shipping,190.49,Freight & Shipping charge
T000516,2026-01-27,U0328,U0173,6010-Office Supplies,519.76,Office Supplies charge
T000517,2026-02-03,U0215,,6050-Facilities,197.54,Facilities charge
T000518,2026-06-29,U0084,,6070-Utilities,663.48,Utilities charge
T000519,2025-12-20,U0162,,6030-Professional Fees,466.26,Professional Fees charge
T000520,2026-06-08,U0072,U0279,6060-Marketing,378.86,Marketing charge
T000521,2026-02-06,U0329,,6100-Freight & Shipping,181.58,Freight & Shipping charge
T000522,2026-05-02,U0217,U0372,6100-Freight & Shipping,261.27,Freight & Shipping charge
T000523,2026-04-19,U0266,,6080-Consulting,1131.08,Consulting charge
T000524,2026-07-17,U0054,U0229,6100-Freight & Shipping,854.92,Freight & Shipping charge
T000525,2026-06-04,U0191,,6010-Office Supplies,168.12,Office Supplies charge
T000526,2026-07-28,U0159,,6020-Travel & Entertainment,549.64,Travel & Entertainment charge
T000527,2026-07-20,U0328,U0322,6050-Facilities,1126.11,Facilities charge
T000528,2025-12-08,U0052,,6100-Freight & Shipping,78.54,Freight & Shipping charge
T000529,2026-05-26,U0327,,6040-IT Software,895.78,IT Software charge
T000530,2025-11-01,U0015,U0121,6090-Equipment,237.72,Equipment charge
T000531,2026-08-28,U0140,,6100-Freight & Shipping,923.03,Freight & Shipping charge
T000532,2026-02-12,U0351,,6070-Utilities,212.81,Utilities charge
T000533,2026-02-22,U0017,U0306,6070-Utilities,67.67,Utilities charge
T000534,2026-03-15,U0179,,6050-Facilities,82.25,Facilities charge
T000535,2025-11-26,U0313,U0054,6050-Facilities,519.51,Facilities charge
T000536,2026-02-05,U0090,U0185,6070-Utilities,655.69,Utilities charge
T000537,2025-09-14,U0106,U0084,6010-Office Supplies,182.23,Office Supplies charge
T000538,2026-02-13,U0238,,6050-Facilities,994.71,Facilities charge
T000539,2025-09-27,U0071,,6040-IT Software,79.23,IT Software charge
T000540,2026-05-11,U0136,,6090-Equipment,458.2,Equipment charge
T000541,2026-01-16,U0068,,6010-Office Supplies,130.05,Office Supplies charge
T000542,2026-05-06,U0042,U0015,6010-Office Supplies,240.56,Office Supplies charge
T000543,2026-06-11,U0153,U0321,6100-Freight & Shipping,519.12,Freight & Shipping charge
T000544,2025-11-04,U0382,,6050-Facilities,191.24,Facilities charge
T000545,2026-05-15,U0371,U0311,6040-IT Software,322.79,IT Software charge
T000546,2026-01-04,U0099,,6090-Equipment,1490.58,Equipment charge
T000547,2025-11-29,U0162,U0279,6010-Office Supplies,9900.0,Office Supplies charge
T000548,2026-07-04,U0155,,6050-Facilities,261.23,Facilities charge
T000549,2026-07-21,U0201,,6040-IT Software,1235.54,IT Software charge
T000550,2025-11-22,U0031,,6090-Equipment,142.21,Equipment charge
T000551,2026-08-24,U0227,,6020-Travel & Entertainment,882.52,Travel & Entertainment charge
T000552,2026-04-10,U0160,,6040-IT Software,2406.01,IT Software charge
T000553,2026-08-16,U0179,,6060-Marketing,32.5,Marketing charge
T000554,2026-01-18,U0261,,6040-IT Software,205.08,IT Software charge
T000555,2026-04-24,U0122,,6100-Freight & Shipping,929.62,Freight & Shipping charge
T000556,2026-07-28,U0078,U0009,6010-Office Supplies,394.12,Office Supplies charge
T000557,2025-11-28,U0393,,6070-Utilities,741.19,Utilities charge
T000558,2026-03-21,U0282,,6090-Equipment,253.56,Equipment charge
T000559,2025-10-10,U0382,,6090-Equipment,541.99,Equipment charge
T000560,2026-04-16,U0392,,6020-Travel & Entertainment,415.2,Travel & Entertainment charge
T000561,2026-03-03,U0348,,6070-Utilities,1780.34,Utilities charge
T000562,2025-11-03,U0009,U0010,6080-Consulting,651.88,Consulting charge
T000563,2025-09-11,U0128,,6050-Facilities,714.34,Facilities charge
T000564,2025-10-17,U0113,,6100-Freight & Shipping,313.23,Freight & Shipping charge
T000565,2025-12-29,U0128,U0286,6080-Consulting,288.19,Consulting charge
T000566,2025-12-17,U0351,,6010-Office Supplies,306.18,Office Supplies charge
T000567,2025-10-27,U0227,,6050-Facilities,760.44,Facilities charge
T000568,2025-12-09,U0318,,6100-Freight & Shipping,310.11,Freight & Shipping charge
T000569,2025-10-04,U0103,U0149,6100-Freight & Shipping,677.73,Freight & Shipping charge
T000570,2025-12-26,U0327,U0397,6090-Equipment,4831.64,Equipment charge
T000571,2026-08-21,U0017,,6090-Equipment,1284.64,Equipment charge
T000572,2025-09-02,U0262,,6070-Utilities,344.25,Utilities charge
T000573,2026-02-13,U0035,,6070-Utilities,1847.03,Utilities charge
T000574,2026-08-15,U0072,,6090-Equipment,314.54,Equipment charge
T000575,2025-12-24,U0030,,6010-Office Supplies,52.36,Office Supplies charge
T000576,2026-02-09,U0259,,6010-Office Supplies,162.57,Office Supplies charge
T000577,2025-09-13,U0328,,6040-IT Software,62.94,IT Software charge
T000578,2026-01-06,U0047,,6040-IT Software,334.73,IT Software charge
T000579,2026-07-18,U0364,,6020-Travel & Entertainment,502.83,Travel & Entertainment charge
T000580,2026-07-01,U0018,U0275,6060-Marketing,3115.3,Marketing charge
T000581,2026-02-22,U0137,,6010-Office Supplies,706.0,Office Supplies charge
T000582,2025-10-08,U0136,,6100-Freight & Shipping,387.22,Freight & Shipping charge
T000583,2026-04-17,U0364,,6100-Freight & Shipping,1227.02,Freight & Shipping charge
T000584,2026-03-13,U0025,,6060-Marketing,43.28,Marketing charge
T000585,2025-10-02,U0075,,6080-Consulting,638.53,Consulting charge
T000586,2025-10-04,U0250,,6020-Travel & Entertainment,1150.5,Travel & Entertainment charge
T000587,2026-03-15,U0167,,6070-Utilities,96.89,Utilities charge
T000588,2026-07-15,U0162,U0395,6100-Freight & Shipping,5000.0,Freight & Shipping charge
T000589,2026-04-21,U0020,U0063,6090-Equipment,1733.9,Equipment charge
T000590,2026-07-02,U0011,,6020-Travel & Entertainment,715.05,Travel & Entertainment charge
T000591,2025-11-04,U0329,,6090-Equipment,312.06,Equipment charge
T000592,2026-04-16,U0361,,6030-Professional Fees,988.37,Professional Fees charge
T000593,2025-11-05,U0039,U0383,6050-Facilities,5989.49,Facilities charge
T000594,2026-02-07,U0205,,6100-Freight & Shipping,601.88,Freight & Shipping charge
T000595,2026-04-29,U0087,U0009,6050-Facilities,647.45,Facilities charge
T000596,2026-06-28,U0299,,6030-Professional Fees,297.29,Professional Fees charge
T000597,2025-09-28,U0322,,6070-Utilities,193.48,Utilities charge
T000598,2025-12-13,U0374,,6020-Travel & Entertainment,1228.28,Travel & Entertainment charge
T000599,2026-07-05,U0270,,6060-Marketing,192.16,Marketing charge
T000600,2026-07-13,U0189,U0263,6050-Facilities,533.11,Facilities charge
